date,BTC,ETH,SOL,BNB,XRP,ADA,AVAX,DOT,LINK,MATIC,UNI,ATOM,LTC,BCH,ETC,DOGE,XLM,ALGO,VET,FIL,AAVE,CRV,NEAR,TRX,EOS
2018-01-01,13380.0,754.99,,8.45,,,,,,,,,222.61,,,,,,,,,,,,
2018-01-02,14675.11,855.28,,8.715,,,,,,,,,247.33,,,,,,,,,,,,
2018-01-03,14919.51,934.03,,9.304,,,,,,,,,238.77,,,,,,,,,,,,
2018-01-04,15059.54,940.0,,9.143,,,,,,,,,233.0,,,,,,,,,,,,
2018-01-05,16960.39,959.3,,14.8908,,,,,,,,,240.54,,,,,,,,,,,,
2018-01-06,17069.79,1004.11,,22.6,,,,,,,,,275.28,,,,,,,,,,,,
2018-01-07,16150.03,1123.09,,18.594,,,,,,,,,269.01,,,,,,,,,,,,
2018-01-08,14902.54,1133.18,,17.9971,,,,,,,,,252.65,,,,,,,,,,,,
2018-01-09,14400.0,1291.0,,17.399,,,,,,,,,244.48,,,,,,,,,,,,
2018-01-10,14907.09,1247.0,,17.5,,,,,,,,,247.63,,,,,,,,,,,,
2018-01-11,13238.78,1138.93,,21.2024,,,,,,,,,223.77,,,,,,,,,,,,
2018-01-12,13740.01,1253.87,,22.1999,,,,,,,,,233.11,,,,,,,,,,,,
2018-01-13,14210.0,1388.02,,22.0246,,,,,,,,,257.98,,,,,,,,,,,,
2018-01-14,13474.99,1347.0,,20.4541,,,,,,,,,234.12,,,,,,,,,,,,
2018-01-15,13539.93,1271.0,,19.3396,,,,,,,,,229.5,,,,,,,,,,,,
2018-01-16,10900.0,1000.0,,13.1996,,,,,,,,,179.28,,,,,,,,,,,,
2018-01-17,10988.79,1000.0,,14.1998,,,,,,,,,182.44,,,,,,,,,,,,
2018-01-18,10961.97,994.0,,14.1397,,,,,,,,,186.14,,,,,,,,,,,,
2018-01-19,11474.98,1032.5,,14.9447,,,,,,,,,191.42,,,,,,,,,,,,
2018-01-20,12799.94,1152.75,,16.1712,,,,,,,,,210.4,,,,,,,,,,,,
2018-01-21,11530.0,1049.0,,14.1334,,,,,,,,,190.16,,,,,,,,,,,,
2018-01-22,10760.05,993.0,,12.91,,,,,,,,,178.0,,,,,,,,,,,,
2018-01-23,10799.18,980.0,,13.1022,,,,,,,,,176.98,,,,,,,,,,,,
2018-01-24,11349.99,1061.0,,13.8,,,,,,,,,180.89,,,,,,,,,,,,
2018-01-25,11175.27,1056.52,,13.1905,,,,,,,,,179.59,,,,,,,,,,,,
2018-01-26,11089.0,1051.03,,13.1344,,,,,,,,,177.09,,,,,,,,,,,,
2018-01-27,11491.0,1118.99,,13.3994,,,,,,,,,182.1,,,,,,,,,,,,
2018-01-28,11879.95,1251.96,,13.7739,,,,,,,,,196.74,,,,,,,,,,,,
2018-01-29,11251.0,1177.01,,12.815,,,,,,,,,181.5,,,,,,,,,,,,
2018-01-30,10237.51,1085.5,,11.4749,,,,,,,,,168.21,,,,,,,,,,,,
2018-01-31,10285.1,1124.81,,11.3131,,,,,,,,,165.19,,,,,,,,,,,,
2018-02-01,9224.52,1041.94,,9.5138,,,,,,,,,143.69,,,,,,,,,,,,
2018-02-02,8873.03,922.3,,9.7484,,,,,,,,,131.68,,,,,,,,,,,,
2018-02-03,9199.96,971.0,,9.7252,,,,,,,,,160.3,,,,,,,,,,,,
2018-02-04,8184.81,823.56,,8.3511,,,,,,,,,147.09,,,,,,,,,,,,
2018-02-05,6939.99,697.92,,6.7315,,,,,,,,,125.17,,,,,,,,,,,,
2018-02-06,7652.14,779.25,,8.263,,,,,,,,,141.0,,,,,,,,,,,,
2018-02-07,7599.0,754.0,,8.0647,,,,,,,,,137.21,,,,,,,,,,,,
2018-02-08,7784.02,781.66,,8.2791,,,,,,,,,142.37,,,,,,,,,,,,
2018-02-09,8683.92,877.0,,9.86,,,,,,,,,163.73,,,,,,,,,,,,
2018-02-10,8533.98,851.15,,9.2448,,,,,,,,,154.65,,,,,,,,,,,,
2018-02-11,8063.88,808.99,,8.674,,,,,,,,,148.28,,,,,,,,,,,,
2018-02-12,8903.0,866.66,,9.3389,,,,,,,,,161.49,,,,,,,,,,,,
2018-02-13,8539.9,841.57,,9.016,,,,,,,,,159.63,,,,,,,,,,,,
2018-02-14,9449.99,919.09,,10.4096,,,,,,,,,212.25,,,,,,,,,,,,
2018-02-15,10000.09,924.55,,10.8661,,,,,,,,,220.64,,,,,,,,,,,,
2018-02-16,10159.98,938.67,,11.25,,,,,,,,,228.08,,,,,,,,,,,,
2018-02-17,11039.55,969.99,,11.66,,,,,,,,,228.0,,,,,,,,,,,,
2018-02-18,10383.43,911.0,,10.6631,,,,,,,,,213.66,,,,,,,,,,,,
2018-02-19,11153.0,938.11,,11.0601,,,,,,,,,221.44,,,,,,,,,,,,
2018-02-20,11200.99,882.99,,9.8888,,,,,,,,,228.51,,,,,,,,,,,,
2018-02-21,10437.6,835.89,,9.3799,,,,,,,,,209.6,,,,,,,,,,,,
2018-02-22,9811.04,801.49,,8.86,,,,,,,,,192.61,,,,,,,,,,,,
2018-02-23,10131.04,851.6,,9.693,,,,,,,,,206.4,,,,,,,,,,,,
2018-02-24,9694.51,833.94,,9.0873,,,,,,,,,206.5,,,,,,,,,,,,
2018-02-25,9590.0,841.19,,9.35,,,,,,,,,217.78,,,,,,,,,,,,
2018-02-26,10324.0,867.98,,9.9199,,,,,,,,,218.5,,,,,,,,,,,,
2018-02-27,10569.04,870.11,,10.56,,,,,,,,,214.6,,,,,,,,,,,,
2018-02-28,10326.76,853.5,,10.4536,,,,,,,,,201.86,,,,,,,,,,,,
2018-03-01,10920.0,870.63,,10.4768,,,,,,,,,209.17,,,,,,,,,,,,
2018-03-02,11039.0,856.28,,10.2348,,,,,,,,,212.8,,,,,,,,,,,,
2018-03-03,11464.48,856.02,,10.2399,,,,,,,,,210.04,,,,,,,,,,,,
2018-03-04,11515.0,866.66,,10.4139,,,,,,,,,213.19,,,,,,,,,,,,
2018-03-05,11454.0,849.84,,10.0847,,,,,,,,,210.14,,,,,,,,,,,,
2018-03-06,10716.48,813.11,,9.3899,,,,,,,,,196.24,,,,,,,,,,,,
2018-03-07,9910.0,749.9,,9.0405,,,,,,,,,185.25,,,,,,,,,,,,
2018-03-08,9271.64,695.46,,8.2703,,,,,,,,,175.24,,,,,,,,,,,,
2018-03-09,9227.0,723.71,,8.2807,,,,,,,,,185.79,,,,,,,,,,,,
2018-03-10,8770.22,680.58,,7.65,,,,,,,,,176.74,,,,,,,,,,,,
2018-03-11,9533.57,720.85,,8.268,,,,,,,,,188.16,,,,,,,,,,,,
2018-03-12,9131.34,697.11,,8.034,,,,,,,,,177.8,,,,,,,,,,,,
2018-03-13,9150.0,689.94,,10.2188,,,,,,,,,175.01,,,,,,,,,,,,
2018-03-14,8170.0,610.1,,8.9243,,,,,,,,,160.15,,,,,,,,,,,,
2018-03-15,8240.98,608.83,,9.1047,,,,,,,,,164.0,,,,,,,,,,,,
2018-03-16,8260.0,599.05,,9.0645,,,,,,,,,164.1,,,,,,,,,,,,
2018-03-17,7824.8,546.95,,8.9231,,,,,,,,,151.75,,,,,,,,,,,,
2018-03-18,8189.99,537.0,,8.9648,,,,,,,,,153.5,,,,,,,,,,,,
2018-03-19,8600.0,556.88,,9.035,,,,,,,,,161.2,,,,,,,,,,,,
2018-03-20,8909.98,557.0,,9.1618,,,,,,,,,168.24,,,,,,,,,,,,
2018-03-21,8885.0,559.17,,9.9777,,,,,,,,,168.54,,,,,,,,,,,,
2018-03-22,8722.9,539.92,,10.0806,,,,,,,,,163.65,,,,,,,,,,,,
2018-03-23,8898.03,543.03,,11.7397,,,,,,,,,168.66,,,,,,,,,,,,
2018-03-24,8546.86,520.22,,13.2398,,,,,,,,,158.92,,,,,,,,,,,,
2018-03-25,8470.15,523.74,,12.95,,,,,,,,,160.01,,,,,,,,,,,,
2018-03-26,8134.23,485.0,,12.05,,,,,,,,,147.83,,,,,,,,,,,,
2018-03-27,7795.51,448.5,,11.5404,,,,,,,,,135.0,,,,,,,,,,,,
2018-03-28,7949.3,446.67,,11.6888,,,,,,,,,131.22,,,,,,,,,,,,
2018-03-29,7090.14,384.0,,10.1877,,,,,,,,,114.7,,,,,,,,,,,,
2018-03-30,6840.23,392.43,,10.3955,,,,,,,,,118.35,,,,,,,,,,,,
2018-03-31,6923.91,393.92,,11.051,,,,,,,,,116.05,,,,,,,,,,,,
2018-04-01,6813.01,378.58,,11.0767,,,,,,,,,114.74,,,,,,,,,,,,
2018-04-02,7056.0,385.05,,12.5996,,,,,,,,,119.05,,,,,,,,,,,,
2018-04-03,7405.21,415.01,,13.305,,,,,,,,,134.04,,,,,,,,,,,,
2018-04-04,6796.1,378.16,,12.21,,,,,,,,,118.07,,,,,,,,,,,,
2018-04-05,6770.76,381.22,,12.4888,,,,,,,,,118.26,,,,,,,,,,,,
2018-04-06,6601.39,368.89,,12.2599,,,,,,,,,112.79,,,,,,,,,,,,
2018-04-07,6895.8,384.51,,12.5,,,,,,,,,115.8,,,,,,,,,,,,
2018-04-08,7018.0,400.4,,12.1311,,,,,,,,,117.55,,,,,,,,,,,,
2018-04-09,6782.72,399.44,,11.8888,,,,,,,,,114.79,,,,,,,,,,,,
2018-04-10,6843.9,416.07,,12.0904,,,,,,,,,114.25,,,,,,,,,,,,
2018-04-11,6953.79,429.52,,12.33,,,,,,,,,118.4,,,,,,,,,,,,
2018-04-12,7923.0,495.67,,13.0087,,,,,,,,,129.67,,,,,,,,,,,,
2018-04-13,7877.41,495.11,,13.52,,,,,,,,,125.1,,,,,,,,,,,,
2018-04-14,7999.01,502.68,,13.2888,,,,,,,,,126.4,,,,,,,,,,,,
2018-04-15,8355.0,533.88,,13.0989,,,,,,,,,132.45,,,,,,,,,,,,
2018-04-16,8064.92,511.46,,12.2342,,,,,,,,,128.96,,,,,,,,,,,,
2018-04-17,7885.02,502.56,,11.777,,0.2426,,,,,,,132.09,,,,,,,,,,,,
2018-04-18,8173.0,526.09,,12.2999,,0.262,,,,,,,140.36,,,,,,,,,,,,
2018-04-19,8278.0,568.14,,12.361,,0.27004,,,,,,,146.71,,,,,,,,,,,,
2018-04-20,8856.98,617.09,,12.5858,,0.30108,,,,,,,155.71,,,,,,,,,,,,
2018-04-21,8915.31,604.87,,13.3302,,0.28668,,,,,,,148.4,,,,,,,,,,,,
2018-04-22,8787.02,620.92,,12.8888,,0.2816,,,,,,,146.38,,,,,,,,,,,,
2018-04-23,8934.01,645.09,,13.645,,0.28788,,,,,,,152.56,,,,,,,,,,,,
2018-04-24,9619.99,701.58,,15.0895,,0.30853,,,,,,,164.78,,,,,,,,,,,,
2018-04-25,8869.99,618.0,,13.3999,,0.2687,,,,,,,144.75,,,,,,,,,,,,
2018-04-26,9266.0,661.51,,14.63,,0.29326,,,,,,,153.19,,,,,,,,,,,,
2018-04-27,8915.35,643.46,,14.2396,,0.28445,,,,,,,144.9,,,,,,,,,,,,
2018-04-28,9348.0,682.86,,15.2011,,0.35676,,,,,,,152.1,,,,,,,,,,,,
2018-04-29,9419.0,690.85,,15.0489,,0.36254,,,,,,,153.5,,,,,,,,,,,,
2018-04-30,9246.01,670.78,,14.3291,,0.34145,,,,,,,148.37,,,,,,,,,,,,
2018-05-01,9071.48,672.0,,14.1711,,0.35504,,,,,,,148.29,,,,,,,,,,,,
2018-05-02,9247.84,688.56,,14.439,,0.37199,,,,,,,151.58,,,,,,,,,,,,
2018-05-03,9750.0,779.0,,14.6999,,0.36716,,,,,,,161.38,,,,,,,,,,,,
2018-05-04,9713.99,785.99,,14.3622,0.8899,0.358,,,,,,,169.44,,,,,,,,,,,,
2018-05-05,9864.0,819.5,,14.4468,0.9028,0.36502,,,,,,,179.04,,,,,,,,,,,,
2018-05-06,9659.01,794.3,,14.012,0.86483,0.34654,,,,,,,172.32,,,,,,,,,,,,
2018-05-07,9365.0,752.49,,13.71,0.8249,0.33046,,,,,,,164.59,,,,,,,,,,,,
2018-05-08,9187.56,748.99,,13.4981,0.80667,0.32213,,,,,,,158.89,,,,,,,,,,,,
2018-05-09,9310.0,751.75,,14.6417,0.79481,0.31884,,,,,,,156.72,,,,,,,,,,,,
2018-05-10,9002.2,722.52,,13.7957,0.74558,0.29121,,,,,,,148.16,,,,,,,,,,,,
2018-05-11,8400.0,676.96,,12.9884,0.6761,0.25573,,,,,,,136.32,,,,,,,,,,,,
2018-05-12,8465.94,684.11,,12.9319,0.68522,0.2655,,,,,,,141.57,,,,,,,,,,,,
2018-05-13,8679.71,729.08,,13.1515,0.72999,0.27718,,,,,,,144.24,,,,,,,,,,,,
2018-05-14,8663.34,727.49,,12.8388,0.72694,0.26655,,,,,,,147.42,,,,,,,,,,,,
2018-05-15,8462.0,704.91,,12.5389,0.689,0.25394,,,,,,,139.35,,,,,,,,,,,,
2018-05-16,8330.0,706.29,,12.2901,0.70585,0.25237,,,,,,,138.92,,,,,,,,,,,,
2018-05-17,8041.46,667.62,,12.3777,0.65849,0.23919,,,,,,,132.31,,,,,,,,,,,,
2018-05-18,8239.81,692.6,,15.1363,0.67766,0.24324,,,,,,,135.95,,,,,,,,,,,,
2018-05-19,8233.49,697.0,,14.33,0.67339,0.24116,,,,,,,134.95,,,,,,,,,,,,
2018-05-20,8526.98,716.16,,14.1666,0.6994,0.25556,,,,,,,139.64,,,,,,,,,,,,
2018-05-21,8381.24,696.7,,14.6996,0.67612,0.24563,,,,,,,134.25,,,,,,,,,,,,
2018-05-22,7977.11,640.99,,13.888,0.63782,0.22,,,,,,,127.89,,,,,,,,,,,,
2018-05-23,7501.95,577.19,,12.4998,0.59198,0.1978,,,,,,,118.37,,,,,,,,,,,,
2018-05-24,7575.01,602.18,,13.0288,0.62814,0.2073,,,,,,,122.58,,,,,,,,,,,,
2018-05-25,7457.0,585.55,,13.0129,0.60459,0.19788,,,,,,,118.87,,,,,,,,,,,,
2018-05-26,7333.96,586.0,,12.7888,0.60852,0.19504,,,,,,,118.45,,,,,,,,,,,,
2018-05-27,7338.99,570.4,,12.6046,0.60416,0.19186,,,,,,,117.71,,,,,,,,,,,,
2018-05-28,7099.0,511.5,,11.9179,0.54689,0.17249,,,,,,,110.82,,,,,,,,,,,,11.4788
2018-05-29,7461.29,567.36,,12.6073,0.59998,0.20164,,,,,,,119.28,,,,,,,,,,,,12.1112
2018-05-30,7375.96,557.19,,12.6199,0.60149,0.20779,,,,,,,117.18,,,,,,,,,,,,11.8968
2018-05-31,7485.01,577.81,,14.2,0.6114,0.2233,,,,,,,118.25,,,,0.29568,,,,,,,,12.2353
2018-06-01,7521.01,579.0,,14.2888,0.62151,0.22038,,,,,,,120.19,,,,0.28863,,,,,,,,12.2048
2018-06-02,7640.03,590.85,,14.6732,0.64269,0.22648,,,,,,,123.44,,,,0.2974,,,,,,,,14.6976
2018-06-03,7714.26,619.66,,14.6995,0.6901,0.22659,,,,,,,125.33,,,,0.30405,,,,,,,,14.5304
2018-06-04,7487.0,591.02,,14.2636,0.65507,0.21243,,,,,,,119.77,,,,0.2908,,,,,,,,13.462
2018-06-05,7625.0,609.05,,15.6156,0.67464,0.21839,,,,,,,122.18,,,,0.29403,,,,,,,,14.1996
2018-06-06,7658.84,607.4,,17.275,0.6741,0.21452,,,,,,,121.61,,,,0.2995,,,,,,,,13.9072
2018-06-07,7691.08,605.16,,16.2791,0.67756,0.21019,,,,,,,121.54,,,,0.29298,,,,,,,,14.7207
2018-06-08,7603.44,598.68,,16.2292,0.6721,0.2043,,,,,,,119.68,,,,0.28698,,,,,,,,13.9637
2018-06-09,7491.73,592.87,,16.0188,0.6574,0.2011,,,,,,,117.4,,,,0.28027,,,,,,,,14.15
2018-06-10,6764.99,524.11,,14.18,0.58201,0.17346,,,,,,,106.48,,,,0.24402,,,,,,,,11.7313
2018-06-11,6872.0,531.69,,15.47,0.59989,0.17897,,,,,,,107.2,,,,0.25332,,,,,,,0.0484,11.7719
2018-06-12,6530.0,493.0,,15.2263,0.5556,0.16297,,,,,,,99.68,,14.6282,,0.22717,,,,,,,0.0433,10.0909
2018-06-13,6292.78,475.47,,14.5888,0.52862,0.15791,,,,,,,93.37,,13.8499,,0.21839,,,,,,,0.04098,10.037
2018-06-14,6635.98,519.29,,14.867,0.55769,0.17062,,,,,,,100.88,,14.0624,,0.2399,,,,,,,0.04505,11.2534
2018-06-15,6388.9,487.48,,14.9895,0.53258,0.16097,,,,,,,95.5,,13.82,,0.22899,,,,,,,0.04232,10.6547
2018-06-16,6483.98,496.74,,15.7602,0.53275,0.16191,,,,,,,96.66,,14.44,,0.22953,,,,,,,0.04295,10.5254
2018-06-17,6449.61,497.14,,16.5987,0.52617,0.16044,,,,,,,94.95,,14.2399,,0.22814,,,,,,,0.04234,10.3388
2018-06-18,6712.46,517.95,,16.8111,0.5387,0.1637,,,,,,,98.7,,15.0902,,0.23262,,,,,,,0.04509,10.6791
2018-06-19,6741.21,537.97,,16.7556,0.54834,0.167,,,,,,,98.67,,15.6025,,0.23409,,,,,,,0.04965,10.658
2018-06-20,6761.51,536.49,,16.0773,0.53916,0.16182,,,,,,,97.72,,17.35,,0.23067,,,,,,,0.0498,10.412
2018-06-21,6718.84,526.18,,17.0727,0.53457,0.15779,,,,,,,96.72,,17.5826,,0.22643,,,,,,,0.0487,10.4099
2018-06-22,6045.0,462.09,,15.56,0.48216,0.13843,,,,,,,84.8,,14.48,,0.2004,,,,,,,0.0427,8.5198
2018-06-23,6149.98,473.41,,15.6398,0.49005,0.1371,,,,,,,82.73,,14.753,,0.20212,,,,,,,0.044,8.4464
2018-06-24,6136.97,454.41,,14.4174,0.47331,0.13093,,,,,,,80.37,,14.792,,0.19277,,,,,,,0.04205,8.06
2018-06-25,6252.0,458.7,,14.92,0.48125,0.13521,,,,,,,81.48,,15.85,,0.19751,,,,,,,0.04208,8.3358
2018-06-26,6070.78,429.34,,14.0525,0.453,0.12519,,,,,,,75.54,,14.8447,,0.18345,,,,,,,0.03737,7.576
2018-06-27,6133.73,441.64,,14.0737,0.4701,0.12752,,,,,,,80.6,,15.4501,,0.19036,,,,,,,0.03888,7.9942
2018-06-28,5853.98,420.22,,14.206,0.44575,0.11825,,,,,,,74.05,,14.5421,,0.17702,,,,,,,0.03605,7.3675
2018-06-29,6197.92,434.77,,14.5399,0.45321,0.12534,,,,,,,78.94,,15.2534,,0.18653,,,,,,,0.03638,7.7438
2018-06-30,6390.07,454.09,,14.6851,0.46796,0.13784,,,,,,,81.33,,16.1571,,0.19319,,,,,,,0.03756,8.127
2018-07-01,6356.81,452.1,,14.37,0.46222,0.14211,,,,,,,79.95,,16.0358,,0.19989,,,,,,,0.03665,8.1164
2018-07-02,6615.29,476.25,,14.5968,0.4899,0.15448,,,,,,,85.36,,16.6514,,0.21483,,,,,,,0.03962,8.9691
2018-07-03,6513.86,461.82,,14.1639,0.4844,0.14966,,,,,,,85.09,,16.1401,,0.2053,,,,,,,0.03808,8.8336
2018-07-04,6586.98,467.38,,14.0212,0.49097,0.15112,,,,,,,85.28,,16.8426,,0.2105,,,,,,,0.03888,8.9064
2018-07-05,6529.2,467.87,,13.76,0.4769,0.14736,,,,,,,83.33,,17.4,,0.2006,,,,,,,0.03703,8.8328
2018-07-06,6609.78,470.47,,13.4366,0.47698,0.14501,,,,,,,83.1,,18.327,,0.2068,,,,,,,0.03584,8.6303
2018-07-07,6756.98,485.57,,14.16,0.48494,0.14783,,,,,,,84.79,,18.6621,,0.20836,,,,,,,0.03704,8.8336
2018-07-08,6712.1,486.77,,14.01,0.47915,0.14481,,,,,,,82.22,,18.3447,,0.21033,,,,,,,0.03677,8.6827
2018-07-09,6662.12,471.71,,13.5348,0.473,0.13935,,,,,,,80.46,,18.1567,,0.20575,,,,,,,0.0355,7.7092
2018-07-10,6296.91,432.48,,12.77,0.44337,0.12814,,,,,,,75.81,,16.05,,0.19086,,,,,,,0.03318,7.1196
2018-07-11,6378.07,444.99,,12.697,0.44872,0.13144,,,,,,,78.18,,16.44,,0.18921,,,,,,,0.0335,7.1616
2018-07-12,6250.57,431.14,,12.1318,0.43675,0.1275,,,,,,,76.79,,16.3326,,0.18424,,,,,,,0.03242,6.9207
2018-07-13,6214.57,432.46,,12.1803,0.43754,0.13768,,,,,,,76.53,,16.27,,0.20515,,,,,,,0.0332,6.8921
2018-07-14,6251.99,433.19,,12.0595,0.43864,0.1365,,,,,,,76.18,,16.3634,,0.2085,,,,,,,0.0333,6.9237
2018-07-15,6353.01,449.78,,12.321,0.44681,0.14227,,,,,,,78.54,,16.6365,,0.22118,,,,,,,0.03437,7.4075
2018-07-16,6723.35,478.49,,13.3471,0.48173,0.15655,,,,,,,83.49,,17.384,,0.23948,,,,,,,0.03751,8.0899
2018-07-17,7317.44,498.76,,13.7398,0.50728,0.17136,,,,,,,89.06,,17.92,,0.25373,,,,,,,0.03973,8.7826
2018-07-18,7381.9,479.41,,12.8574,0.48868,0.18053,,,,,,,86.21,,17.3411,,0.29767,,,,,,,0.03969,8.6018
2018-07-19,7466.21,468.57,,12.955,0.47687,0.18191,,,,,,,86.0,,17.3844,,0.30569,,,,,,,0.03804,8.4175
2018-07-20,7337.53,449.04,,12.0798,0.44439,0.16129,,,,,,,81.87,,16.1008,,0.26883,,,,,,,0.03487,7.8583
2018-07-21,7398.78,460.23,,12.1959,0.45506,0.16327,,,,,,,83.44,,16.3356,,0.29279,,,,,,,0.03554,8.0
2018-07-22,7394.79,457.47,,12.1885,0.44859,0.16916,,,,,,,82.21,,16.1449,,0.2831,,,,,,,0.0351,7.8488
2018-07-23,7721.01,450.05,,12.0348,0.44499,0.16423,,,,,,,81.38,,16.0477,,0.28623,,,,,,,0.03406,7.9353
2018-07-24,8397.24,479.28,,12.1469,0.45885,0.17349,,,,,,,89.12,,16.5948,,0.30052,,,,,,,0.0379,8.5871
2018-07-25,8175.64,472.1,,13.0048,0.4598,0.17275,,,,,,,86.38,,16.5352,,0.33371,,0.02115,,,,,0.03713,8.532
2018-07-26,7920.0,462.64,,13.3283,0.44968,0.164,,,,,,,83.37,,16.66,,0.30815,,0.02504,,,,,0.03593,8.3
2018-07-27,8188.57,470.09,,13.9919,0.4555,0.1659,,,,,,,84.39,,17.0736,,0.31889,,0.02508,,,,,0.03654,8.4321
2018-07-28,8225.04,469.29,,14.669,0.45641,0.1641,,,,,,,84.07,,17.0143,,0.315,,0.02571,,,,,0.0369,8.3523
2018-07-29,8211.0,466.4,,13.9569,0.45315,0.16268,,,,,,,83.85,,16.8879,,0.30793,,0.02646,,,,,0.03905,8.3148
2018-07-30,8173.92,456.23,,13.1666,0.44534,0.15327,,,,,,,82.18,,17.118,,0.29466,,0.02527,,,,,0.03635,7.7421
2018-07-31,7730.93,432.22,,13.8369,0.4353,0.14175,,,,,,,78.69,,16.185,,0.27693,,0.0225,,,,,0.03373,7.3317
2018-08-01,7604.58,420.41,,13.6666,0.44642,0.13984,,,,,,,77.53,,15.4773,,0.27684,,0.02006,,,,,0.03252,7.2176
2018-08-02,7525.71,410.62,,14.15,0.42975,0.13039,,,,,,,76.11,,14.9281,,0.25946,,0.01741,,,,,0.03128,7.0072
2018-08-03,7418.78,417.52,,14.1251,0.44033,0.12947,,,,,,,77.7,,16.5698,,0.25564,,0.01524,,,,,0.03039,7.1784
2018-08-04,7009.84,407.21,,13.8663,0.42985,0.12639,,,,,,,73.13,,16.4573,,0.23886,,0.01336,,,,,0.02879,6.9779
2018-08-05,7024.19,408.79,,13.64,0.4345,0.13024,,,,,,,74.61,,17.687,,0.2431,,0.01401,,,,,0.03025,7.0373
2018-08-06,6934.82,405.28,,13.6998,0.4129,0.12937,,,,,,,73.62,,18.7005,,0.23314,,0.01341,,,,,0.02912,7.0608
2018-08-07,6720.06,378.21,,13.1488,0.37863,0.12365,,,,,,,67.35,,17.3,,0.22799,,0.01294,,,,,0.02766,6.5689
2018-08-08,6285.0,355.48,,12.1489,0.33171,0.11292,,,,,,,62.13,,15.1413,,0.19731,,0.01083,,,,,0.02428,5.5788
2018-08-09,6529.79,363.3,,12.7654,0.3441,0.12213,,,,,,,62.89,,15.0176,,0.22065,,0.01156,,,,,0.02551,5.7581
2018-08-10,6144.01,331.81,,12.1472,0.31897,0.11485,,,,,,,59.16,,14.2569,,0.22187,,0.00958,,,,,0.02362,5.2454
2018-08-11,6232.35,317.69,,11.6972,0.29784,0.11022,,,,,,,57.6,,13.1436,,0.21598,,0.00909,,,,,0.02213,4.9669
2018-08-12,6308.33,317.89,,11.7999,0.29547,0.11153,,,,,,,59.32,,13.1844,,0.22344,,0.00907,,,,,0.02248,4.9653
2018-08-13,6246.35,283.81,,10.2576,0.2743,0.10104,,,,,,,56.44,,11.9,,0.22174,,0.00716,,,,,0.01909,4.5799
2018-08-14,6188.08,278.41,,9.3999,0.2725,0.0935,,,,,,,54.24,,11.77,,0.21661,,0.00773,,,,,0.01858,4.5771
2018-08-15,6267.16,281.12,,9.5049,0.28039,0.09361,,,,,,,54.32,,13.2459,,0.21475,,0.0079,,,,,0.01918,4.6208
2018-08-16,6311.75,287.17,,9.7888,0.29142,0.0946,,,,,,,55.29,,13.8966,,0.21451,,0.01125,,,,,0.01931,4.521
2018-08-17,6584.49,317.51,,10.88,0.3672,0.11,,,,,,,61.75,,14.4524,,0.23939,,0.01492,,,,,0.02333,5.5834
2018-08-18,6387.96,294.11,,9.8807,0.32829,0.09831,,,,,,,57.04,,13.1793,,0.22188,,0.01277,,,,,0.02131,5.0788
2018-08-19,6477.53,299.42,,10.1388,0.34201,0.10143,,,,,,,57.67,,13.3035,,0.22785,,0.01431,,,,,0.02205,5.2843
2018-08-20,6254.84,270.51,,9.6377,0.31499,0.09174,,,,,,,53.39,,12.3703,,0.21134,,0.01296,,,,,0.02035,4.702
2018-08-21,6480.0,281.21,,9.7399,0.33339,0.09469,,,,,,,56.42,,12.732,,0.21898,,0.01542,,,,,0.02091,4.9098
2018-08-22,6360.89,270.8,,9.5888,0.3185,0.08955,,,,,,,55.14,,12.1713,,0.20752,,0.01376,,,,,0.0195,4.7144
2018-08-23,6525.01,275.99,,9.7587,0.3263,0.09232,,,,,,,57.29,,12.4789,,0.21694,,0.01472,,,,,0.02067,4.8961
2018-08-24,6681.64,281.19,,10.2038,0.32646,0.09381,,,,,,,57.82,,12.5709,,0.21903,,0.01453,,,,,0.02152,5.0416
2018-08-25,6733.64,277.55,,10.1058,0.32702,0.09413,,,,,,,57.89,,12.505,,0.21787,,0.0154,,,,,0.02238,5.0284
2018-08-26,6700.0,274.29,,10.2158,0.32276,0.09306,,,,,,,56.99,,12.4457,,0.213,,0.0153,,,,,0.02273,4.9497
2018-08-27,6908.64,287.71,,11.1888,0.33901,0.10051,,,,,,,60.61,,12.7227,,0.22728,,0.018,,,,,0.02461,5.392
2018-08-28,7076.11,295.44,,11.5188,0.35128,0.10555,,,,,,,63.13,,13.1837,,0.23528,,0.01794,,,,,0.02684,5.9165
2018-08-29,7031.22,288.4,,11.1888,0.34494,0.10535,,,,,,,61.41,,12.996,,0.2262,,0.0169,,,,,0.02538,6.1251
2018-08-30,6984.84,283.89,,10.7899,0.33518,0.10066,,,,,,,60.23,,12.848,,0.22185,,0.01731,,,,,0.02495,6.064
2018-08-31,7011.21,281.41,,10.9899,0.3353,0.1017,,,,,,,62.04,,12.7411,,0.22282,,0.01704,,,,,0.0253,6.4025
2018-09-01,7200.01,295.71,,11.48,0.34699,0.10699,,,,,,,66.49,,13.1736,,0.22991,,0.0182,,,,,0.02666,6.667
2018-09-02,7302.01,295.41,,11.3684,0.34253,0.10499,,,,,,,66.21,,13.4031,,0.226,,0.01786,,,,,0.02568,6.6366
